,jobtitle,company,city,location,salarytxt,paybase,summary
148,"criminal justice analyst, bureau of mental health",DEPT OF HEALTH/MENTAL HYGIENE,New+York%2CNY,"Queens, NY",79249.5,annual,"develop expertise in maven, and other available data and health management systems and information to extract data for analysis, build and configure re..."
149,"senior manager, data scientist",Pernod Ricard,New+York%2CNY,"New York, NY",NaN,NaN,"senior manager, data scientist. retrieve, prepare, and process a rich variety of data sources such as social media, crm data, paid media data, sales data and..."
150,research scientist,NYU Langone Health,New+York%2CNY,"New York, NY",NaN,NaN,"qualified candidates must demonstrate proficiency in statistical methods for clinical trials, longitudinal and multivariate data, survival data analysis,..."
151,equity research analyst,Global River Associates,New+York%2CNY,"New York, NY",NaN,NaN,* research potential investments * conduct in depth analysis both of a qualitative and quantitive nature * search for new investments * present work to
152,quantitative developer,Pacific Investment Management Company LLC,New+York%2CNY,"New York, NY",NaN,NaN,pimco portfolio management analytics is seeking a strong python developer and data scientist to support the quantitative portfolios group....
153,post-doctoral/assoc research scientist,Pace University,New+York%2CNY,"New York, NY",NaN,NaN,strong writing and data analytic skills. one post-doctoral/associate research scientist position is available to work with dr....
154,research data associate (part-time),NYU School of Medicine,New+York%2CNY,"New York, NY",NaN,NaN,"extracts data for publications, or provides data collection from outside physicians offices. reviews data with supervisor and provides reports to the data and..."
155,lead data scientist - marketing analytics,Aetna,New+York%2CNY,"New York, NY 10016 (Gramercy area)",NaN,NaN,we are currently looking for an exceptional lead data scientist with a marketing analytics background. demonstrates proficiency in several areas of data...
156,"senior scientist, machine learning and virtual screening",Schrodinger,New+York%2CNY,"New York, NY",NaN,NaN,"senior scientist, machine learning and virtual screening. the ideal candidate is a scientist experienced in the application, development, and refinement of..."
157,"securities, ficc, cross asset quantitative strategist, analyst/associate",Goldman Sachs,New+York%2CNY,"New York, NY 10282 (Tribeca area)",NaN,NaN,"securities our core value is building strong relationships with our institutional clients, which include corporations, financial service providers, and fund"
158,"cross asset quantitative strategist, analyst/associate in new york city",Goldman Sachs,New+York%2CNY,"New York, NY 10282 (Tribeca area)",NaN,NaN,"the goldman sachs group, inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial"
159,clinical laboratory technician i,Weill Cornell Medicine,New+York%2CNY,"New York, NY",NaN,NaN,"analyzes data using computer software and reports results to the principle investigator(s). under supervision, assists with clinical laboratory tests and..."
160,"research assistant i, oncological sciences",Mount Sinai Health System,New+York%2CNY,"New York, NY 10029 (Yorkville area)",NaN,NaN,"and laboratories, our scientists continue to shape the future of clinical care. mount sinai health system careers...."
161,risk operations associate,Oscar Insurance,New+York%2CNY,"New York, NY 10012 (Little Italy area)",NaN,NaN,"you’ll work alongside data scientists and statisticians, and with other teams on projects across the company. a passion for understanding complex issues with a..."
162,software engineer / research scientist - machine learning team,Bloomberg,New+York%2CNY,"New York, NY",NaN,NaN,"bloomberg's machine learning group - a group of scientists, researchers and software engineers who have a passion for solving complex data problems...."
163,senior credit risk methodology quantitative analyst - vice president,Morgan Stanley,New+York%2CNY,"New York, NY 10032 (Washington Heights area)",NaN,NaN,"this requires thorough statistical analysis of the underlying data, such as regression and time series analyses, and understanding of the various macroeconomic..."
164,"research scientist, technology innovation",New York Genome Center,New+York%2CNY,"New York, NY 10013 (Tribeca area)",NaN,NaN,excellent communication skills and experience of writing first-author manuscripts for publication – able to present complex data in simple terms;...
165,"associate research scientist, cca",Simons Foundation,New+York%2CNY,"New York, NY 10010 (Gramercy area)",NaN,NaN,associate research scientists will develop algorithms and codes for computational astrophysics and/or for the analysis of large astronomy data sets....
166,senior director of data management & analytics,FreshDirect,New+York%2CNY,"Long Island City, NY",NaN,NaN,"the senior director of data management & analytics be responsible for building and managing a team of business solution analysts, data engineers and data..."
167,"research analyst , bureau of hiv/aids prevention and control",DEPT OF HEALTH/MENTAL HYGIENE,New+York%2CNY,"New York, NY",78790.5,annual,and a general appreciation for data quality. -assume leadership role in data management and analysis. two years as a city research scientist level i can be...
168,senior data scientist,AIG,New+York%2CNY,"New York, NY",NaN,NaN,aig is seeking a world-class dynamic data scientist to work on aig’s anti-fraud efforts. drive innovation and improve existing data analyses by always...
169,"senior market research client analyst, agency and digital practice",Kantar Millward Brown,New+York%2CNY,"New York, NY",NaN,NaN,"expertise with quantitative market research, digital measurement, and data delivery. strong analytical and critical thinking skills—able to build a basic story..."
170,"securities, ficc, cross asset quantitative strategist, analyst/associate",Goldman Sachs,New+York%2CNY,"New York, NY 10282 (Tribeca area)",NaN,NaN,"securities our core value is building strong relationships with our institutional clients, which include corporations, financial service providers, and fund"
171,"cross asset quantitative strategist, analyst/associate in new york city",Goldman Sachs,New+York%2CNY,"New York, NY 10282 (Tribeca area)",NaN,NaN,"the goldman sachs group, inc. is a leading global investment banking, securities and investment management firm that provides a wide range of financial"
172,risk operations associate,Oscar Insurance,New+York%2CNY,"New York, NY 10012 (Little Italy area)",NaN,NaN,"you’ll work alongside data scientists and statisticians, and with other teams on projects across the company. a passion for understanding complex issues with a..."
173,senior credit risk methodology quantitative analyst - vice president,Morgan Stanley,New+York%2CNY,"New York, NY 10032 (Washington Heights area)",NaN,NaN,"this requires thorough statistical analysis of the underlying data, such as regression and time series analyses, and understanding of the various macroeconomic..."
174,data research and acceleration analyst - part-time internship (fall 2017),"Two Sigma Investments, LLC.",New+York%2CNY,"New York, NY",NaN,NaN,"in this role, you will partner with our close-knit team of quantitative researchers, data scientists, engineers, and data sourcing colleagues to translate data..."
175,senior director of data management & analytics,FreshDirect,New+York%2CNY,"Long Island City, NY",NaN,NaN,"the senior director of data management & analytics be responsible for building and managing a team of business solution analysts, data engineers and data..."
